,Site Name,Date,DMean PM10,PM_UNITS,PM10 AQI,PM-WEIGHT,Lat,Lng,DMax NO2,NO2 Units,NO2 AQI,NO2-WEIGHT,DMax Ozone,Ozone Units,Ozone AQI,OZONE-WEIGHT,DMax SO2,SO2 Units,SO2 AQI,SO2-WEIGHT,DMax CO,CO Units,CO AQI,CO-WEIGHT
138,Cheyenne SLAMS site,11/19/2018,3.0,ug/m3 SC,3.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
139,Cheyenne SLAMS site,11/25/2018,4.0,ug/m3 SC,4.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
140,Cheyenne SLAMS site,12/1/2018,2.0,ug/m3 SC,2.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
141,Cheyenne SLAMS site,12/7/2018,21.0,ug/m3 SC,19.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
142,Cheyenne SLAMS site,12/13/2018,7.0,ug/m3 SC,6.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
143,Cheyenne SLAMS site,12/31/2018,0.0,ug/m3 SC,0.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
144,Laramie County Mobile,10/23/2018,23.0,ug/m3 SC,21.0,1.0,41.08536,-104.52277,2.5,ppb,2.0,23.0,0.043,ppm,40.0,17.0,0.1,ppb,0.0,23.0,,,,
145,Laramie County Mobile,10/24/2018,14.0,ug/m3 SC,13.0,1.0,41.08536,-104.52277,6.7,ppb,6.0,24.0,0.04,ppm,37.0,17.0,0.1,ppb,0.0,24.0,,,,
146,Laramie County Mobile,10/25/2018,15.0,ug/m3 SC,14.0,1.0,41.08536,-104.52277,6.2,ppb,6.0,22.0,0.041,ppm,38.0,17.0,0.1,ppb,0.0,21.0,,,,
147,Laramie County Mobile,10/26/2018,16.0,ug/m3 SC,15.0,1.0,41.08536,-104.52277,7.4,ppb,7.0,24.0,0.044,ppm,41.0,17.0,0.3,ppb,0.0,24.0,,,,
148,Laramie County Mobile,10/27/2018,32.0,ug/m3 SC,30.0,1.0,41.08536,-104.52277,9.2,ppb,8.0,23.0,0.035,ppm,32.0,17.0,0.4,ppb,0.0,23.0,,,,
149,Laramie County Mobile,10/28/2018,17.0,ug/m3 SC,16.0,1.0,41.08536,-104.52277,17.0,ppb,16.0,23.0,0.042,ppm,39.0,17.0,0.0,ppb,0.0,22.0,,,,
150,Laramie County Mobile,10/29/2018,27.0,ug/m3 SC,25.0,1.0,41.08536,-104.52277,16.4,ppb,15.0,23.0,0.048,ppm,44.0,17.0,0.5,ppb,0.0,23.0,,,,
151,Laramie County Mobile,10/30/2018,11.0,ug/m3 SC,10.0,1.0,41.08536,-104.52277,8.7,ppb,8.0,24.0,0.041,ppm,38.0,17.0,0.6,ppb,0.0,19.0,,,,
152,Laramie County Mobile,10/31/2018,20.0,ug/m3 SC,19.0,1.0,41.08536,-104.52277,11.7,ppb,10.0,22.0,0.04,ppm,37.0,17.0,0.0,ppb,0.0,19.0,,,,
153,Laramie County Mobile,11/1/2018,17.0,ug/m3 SC,16.0,1.0,41.08536,-104.52277,6.4,ppb,6.0,24.0,0.04,ppm,37.0,17.0,,,,,,,,
154,Laramie County Mobile,11/2/2018,13.0,ug/m3 SC,12.0,1.0,41.08536,-104.52277,4.9,ppb,4.0,23.0,0.035,ppm,32.0,17.0,0.0,ppb,0.0,20.0,,,,
155,Laramie County Mobile,11/3/2018,4.0,ug/m3 SC,4.0,1.0,41.08536,-104.52277,7.9,ppb,7.0,23.0,0.033,ppm,31.0,17.0,,,,,,,,
156,Laramie County Mobile,11/4/2018,4.0,ug/m3 SC,4.0,1.0,41.08536,-104.52277,8.2,ppb,8.0,23.0,0.04,ppm,37.0,17.0,0.0,ppb,0.0,19.0,,,,
157,Laramie County Mobile,11/5/2018,6.0,ug/m3 SC,6.0,1.0,41.08536,-104.52277,4.5,ppb,4.0,24.0,0.044,ppm,41.0,17.0,-0.1,ppb,0.0,21.0,,,,
158,Laramie County Mobile,11/6/2018,8.0,ug/m3 SC,7.0,1.0,41.08536,-104.52277,11.3,ppb,10.0,22.0,0.043,ppm,40.0,17.0,,,,,,,,
159,Laramie County Mobile,11/7/2018,13.0,ug/m3 SC,12.0,1.0,41.08536,-104.52277,3.9,ppb,3.0,24.0,0.034,ppm,31.0,17.0,0.0,ppb,0.0,22.0,,,,
160,Laramie County Mobile,11/8/2018,11.0,ug/m3 SC,10.0,1.0,41.08536,-104.52277,15.6,ppb,14.0,23.0,0.03,ppm,28.0,17.0,,,,,,,,
161,Laramie County Mobile,11/9/2018,22.0,ug/m3 SC,20.0,1.0,41.08536,-104.52277,10.1,ppb,9.0,23.0,0.036,ppm,33.0,17.0,,,,,,,,
162,Laramie County Mobile,11/10/2018,17.0,ug/m3 SC,16.0,1.0,41.08536,-104.52277,6.7,ppb,6.0,23.0,0.046,ppm,43.0,17.0,0.2,ppb,0.0,23.0,,,,
163,Laramie County Mobile,11/11/2018,3.0,ug/m3 SC,3.0,1.0,41.08536,-104.52277,8.4,ppb,8.0,24.0,0.039,ppm,36.0,17.0,,,,,,,,
164,Laramie County Mobile,11/12/2018,5.0,ug/m3 SC,5.0,1.0,41.08536,-104.52277,5.8,ppb,5.0,22.0,0.038,ppm,35.0,17.0,,,,,,,,
165,Laramie County Mobile,11/13/2018,8.0,ug/m3 SC,7.0,1.0,41.08536,-104.52277,7.7,ppb,7.0,22.0,0.038,ppm,35.0,17.0,,,,,,,,
166,Laramie County Mobile,11/14/2018,10.0,ug/m3 SC,9.0,1.0,41.08536,-104.52277,9.7,ppb,8.0,23.0,0.039,ppm,36.0,17.0,0.4,ppb,0.0,23.0,,,,
167,Laramie County Mobile,11/15/2018,16.0,ug/m3 SC,15.0,1.0,41.08536,-104.52277,,,,,,,,,,,,,,,,
168,Laramie County Mobile,11/16/2018,15.0,ug/m3 SC,14.0,1.0,41.08536,-104.52277,4.7,ppb,4.0,23.0,0.046,ppm,43.0,17.0,0.4,ppb,0.0,23.0,,,,
169,Laramie County Mobile,11/17/2018,3.0,ug/m3 SC,3.0,1.0,41.08536,-104.52277,7.6,ppb,7.0,24.0,0.023,ppm,21.0,17.0,,,,,,,,
170,Laramie County Mobile,11/18/2018,4.0,ug/m3 SC,4.0,1.0,41.08536,-104.52277,9.3,ppb,8.0,22.0,0.039,ppm,36.0,17.0,,,,,,,,
171,Laramie County Mobile,11/19/2018,4.0,ug/m3 SC,4.0,1.0,41.08536,-104.52277,8.1,ppb,8.0,24.0,0.041,ppm,38.0,17.0,0.3,ppb,0.0,22.0,,,,
