Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/23/2020,AQS,530330030,1,38,ppb,36,Seattle-10th & Weller,21,88,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/24/2020,AQS,530330030,1,40.6,ppb,38,Seattle-10th & Weller,22,92,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/25/2020,AQS,530330030,1,28.3,ppb,26,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/26/2020,AQS,530330030,1,18.7,ppb,17,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/27/2020,AQS,530330030,1,31.5,ppb,29,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/28/2020,AQS,530330030,1,44.6,ppb,42,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/29/2020,AQS,530330030,1,35.2,ppb,33,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/30/2020,AQS,530330030,1,30.1,ppb,28,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/31/2020,AQS,530330030,1,33.3,ppb,31,Seattle-10th & Weller,24,100,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/1/2020,AQS,530330030,1,16.4,ppb,15,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/2/2020,AQS,530330030,1,30.1,ppb,28,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/3/2020,AQS,530330030,1,28.3,ppb,26,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/4/2020,AQS,530330030,1,36.3,ppb,34,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/5/2020,AQS,530330030,1,38.3,ppb,36,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/6/2020,AQS,530330030,1,37.2,ppb,35,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/7/2020,AQS,530330030,1,35.7,ppb,33,Seattle-10th & Weller,24,100,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/8/2020,AQS,530330030,1,14.3,ppb,13,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/9/2020,AQS,530330030,1,30.1,ppb,28,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/10/2020,AQS,530330030,1,28.6,ppb,26,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/11/2020,AQS,530330030,1,26.1,ppb,25,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/12/2020,AQS,530330030,1,38,ppb,36,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/13/2020,AQS,530330030,1,30.7,ppb,28,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/14/2020,AQS,530330030,1,36.2,ppb,34,Seattle-10th & Weller,24,100,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/15/2020,AQS,530330030,1,16.3,ppb,15,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/16/2020,AQS,530330030,1,19.4,ppb,18,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/17/2020,AQS,530330030,1,39.5,ppb,37,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/18/2020,AQS,530330030,1,21.3,ppb,20,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/19/2020,AQS,530330030,1,44.5,ppb,42,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/20/2020,AQS,530330030,1,53,ppb,50,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/21/2020,AQS,530330030,1,39,ppb,37,Seattle-10th & Weller,24,100,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/22/2020,AQS,530330030,1,41.4,ppb,39,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/23/2020,AQS,530330030,1,17.7,ppb,16,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/24/2020,AQS,530330030,1,48.5,ppb,45,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/25/2020,AQS,530330030,1,42.6,ppb,40,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/26/2020,AQS,530330030,1,43.4,ppb,41,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/27/2020,AQS,530330030,1,37.9,ppb,35,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/28/2020,AQS,530330030,1,25.4,ppb,24,Seattle-10th & Weller,24,100,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/29/2020,AQS,530330030,1,21.5,ppb,20,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/1/2020,AQS,530330030,1,31,ppb,29,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/2/2020,AQS,530330030,1,41.4,ppb,39,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/3/2020,AQS,530330030,1,33,ppb,31,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
