Dmax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,Date Local
0.028,2000,03,30,24,0,3/30/2000
0.028,2000,03,30,24,0,3/30/2000
0.028,2000,03,30,24,0,3/30/2000
0.028,2000,03,30,24,0,3/30/2000
0.038,2000,03,31,32,0,3/31/2000
0.038,2000,03,31,32,0,3/31/2000
0.038,2000,03,31,32,0,3/31/2000
0.038,2000,03,31,32,0,3/31/2000
0.03,2000,04,02,25,0,4/2/2000
0.03,2000,04,02,25,0,4/2/2000
0.03,2000,04,02,25,0,4/2/2000
0.03,2000,04,02,25,0,4/2/2000
0.034,2000,04,03,29,0,4/3/2000
0.034,2000,04,03,29,0,4/3/2000
0.034,2000,04,03,29,0,4/3/2000
0.034,2000,04,03,29,0,4/3/2000
0.04,2000,04,04,34,0,4/4/2000
0.04,2000,04,04,34,0,4/4/2000
0.04,2000,04,04,34,0,4/4/2000
0.04,2000,04,04,34,0,4/4/2000
0.055,2000,04,05,47,0,4/5/2000
0.055,2000,04,05,47,0,4/5/2000
0.055,2000,04,05,47,0,4/5/2000
0.055,2000,04,05,47,0,4/5/2000
0.052,2000,04,06,44,0,4/6/2000
0.052,2000,04,06,44,0,4/6/2000
0.052,2000,04,06,44,0,4/6/2000
0.052,2000,04,06,44,0,4/6/2000
0.053,2000,04,07,45,0,4/7/2000
0.053,2000,04,07,45,0,4/7/2000
0.053,2000,04,07,45,0,4/7/2000
0.053,2000,04,07,45,0,4/7/2000
0.046,2000,04,08,39,0,4/8/2000
0.046,2000,04,08,39,0,4/8/2000
0.046,2000,04,08,39,0,4/8/2000
0.046,2000,04,08,39,0,4/8/2000
0.055,2000,04,09,47,0,4/9/2000
0.055,2000,04,09,47,0,4/9/2000
0.055,2000,04,09,47,0,4/9/2000
0.055,2000,04,09,47,0,4/9/2000
0.034,2000,04,10,29,0,4/10/2000
0.034,2000,04,10,29,0,4/10/2000
0.034,2000,04,10,29,0,4/10/2000
0.034,2000,04,10,29,0,4/10/2000
0.033,2000,04,11,28,0,4/11/2000
0.033,2000,04,11,28,0,4/11/2000
0.033,2000,04,11,28,0,4/11/2000
0.033,2000,04,11,28,0,4/11/2000
0.025,2000,04,12,21,0,4/12/2000
0.025,2000,04,12,21,0,4/12/2000
0.025,2000,04,12,21,0,4/12/2000
0.025,2000,04,12,21,0,4/12/2000
0.033,2000,04,13,28,0,4/13/2000
0.033,2000,04,13,28,0,4/13/2000
0.033,2000,04,13,28,0,4/13/2000
0.033,2000,04,13,28,0,4/13/2000
0.033,2000,04,14,28,0,4/14/2000
0.033,2000,04,14,28,0,4/14/2000
0.033,2000,04,14,28,0,4/14/2000
0.033,2000,04,14,28,0,4/14/2000
0.052,2000,04,15,44,0,4/15/2000
0.052,2000,04,15,44,0,4/15/2000
0.052,2000,04,15,44,0,4/15/2000
0.052,2000,04,15,44,0,4/15/2000
0.027,2000,04,16,23,0,4/16/2000
0.027,2000,04,16,23,0,4/16/2000
0.027,2000,04,16,23,0,4/16/2000
0.027,2000,04,16,23,0,4/16/2000
0.033,2000,04,17,28,0,4/17/2000
0.033,2000,04,17,28,0,4/17/2000
0.033,2000,04,17,28,0,4/17/2000
0.033,2000,04,17,28,0,4/17/2000
0.041,2000,04,18,35,0,4/18/2000
0.041,2000,04,18,35,0,4/18/2000
0.041,2000,04,18,35,0,4/18/2000
0.041,2000,04,18,35,0,4/18/2000
0.026,2000,04,19,22,0,4/19/2000
0.026,2000,04,19,22,0,4/19/2000
0.026,2000,04,19,22,0,4/19/2000
0.026,2000,04,19,22,0,4/19/2000
0.049,2000,04,20,42,0,4/20/2000
0.049,2000,04,20,42,0,4/20/2000
0.049,2000,04,20,42,0,4/20/2000
0.049,2000,04,20,42,0,4/20/2000
0.047,2000,04,21,40,0,4/21/2000
0.047,2000,04,21,40,0,4/21/2000
0.047,2000,04,21,40,0,4/21/2000
0.047,2000,04,21,40,0,4/21/2000
0.061,2000,04,22,54,0,4/22/2000
0.061,2000,04,22,54,0,4/22/2000
0.061,2000,04,22,54,0,4/22/2000
0.061,2000,04,22,54,0,4/22/2000
0.058,2000,04,23,49,0,4/23/2000
0.058,2000,04,23,49,0,4/23/2000
0.058,2000,04,23,49,0,4/23/2000
0.058,2000,04,23,49,0,4/23/2000
0.057,2000,04,24,48,0,4/24/2000
0.057,2000,04,24,48,0,4/24/2000
0.057,2000,04,24,48,0,4/24/2000
0.057,2000,04,24,48,0,4/24/2000
0.063,2000,04,25,61,0,4/25/2000
0.063,2000,04,25,61,0,4/25/2000
0.063,2000,04,25,61,0,4/25/2000
0.063,2000,04,25,61,0,4/25/2000
0.075,2000,04,26,100,0,4/26/2000
0.075,2000,04,26,100,0,4/26/2000
0.075,2000,04,26,100,0,4/26/2000
0.075,2000,04,26,100,0,4/26/2000
0.031,2000,04,27,26,0,4/27/2000
0.031,2000,04,27,26,0,4/27/2000
0.031,2000,04,27,26,0,4/27/2000
0.031,2000,04,27,26,0,4/27/2000
0.056,2000,04,28,47,0,4/28/2000
0.056,2000,04,28,47,0,4/28/2000
0.056,2000,04,28,47,0,4/28/2000
0.056,2000,04,28,47,0,4/28/2000
0.071,2000,04,29,87,0,4/29/2000
0.071,2000,04,29,87,0,4/29/2000
0.071,2000,04,29,87,0,4/29/2000
0.071,2000,04,29,87,0,4/29/2000
0.043,2000,04,30,36,0,4/30/2000
0.043,2000,04,30,36,0,4/30/2000
0.043,2000,04,30,36,0,4/30/2000
0.043,2000,04,30,36,0,4/30/2000
0.03,2000,05,01,25,0,5/1/2000
0.03,2000,05,01,25,0,5/1/2000
0.03,2000,05,01,25,0,5/1/2000
0.03,2000,05,01,25,0,5/1/2000
0.05,2000,05,02,42,0,5/2/2000
0.05,2000,05,02,42,0,5/2/2000
0.05,2000,05,02,42,0,5/2/2000
0.05,2000,05,02,42,0,5/2/2000
0.043,2000,05,03,36,0,5/3/2000
0.043,2000,05,03,36,0,5/3/2000
0.043,2000,05,03,36,0,5/3/2000
0.043,2000,05,03,36,0,5/3/2000
0.041,2000,05,04,35,0,5/4/2000
0.041,2000,05,04,35,0,5/4/2000
0.041,2000,05,04,35,0,5/4/2000
0.041,2000,05,04,35,0,5/4/2000
0.019,2000,05,05,16,0,5/5/2000
0.019,2000,05,05,16,0,5/5/2000
0.019,2000,05,05,16,0,5/5/2000
0.019,2000,05,05,16,0,5/5/2000
0.039,2000,05,06,33,0,5/6/2000
0.039,2000,05,06,33,0,5/6/2000
0.039,2000,05,06,33,0,5/6/2000
0.039,2000,05,06,33,0,5/6/2000
0.042,2000,05,07,36,0,5/7/2000
0.042,2000,05,07,36,0,5/7/2000
0.042,2000,05,07,36,0,5/7/2000
0.042,2000,05,07,36,0,5/7/2000
0.042,2000,05,08,36,0,5/8/2000
0.042,2000,05,08,36,0,5/8/2000
0.042,2000,05,08,36,0,5/8/2000
0.042,2000,05,08,36,0,5/8/2000
0.036,2000,05,09,31,0,5/9/2000
0.036,2000,05,09,31,0,5/9/2000
