DMax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,Site Name,Lat,Lng,Date
0.022,2018,12,16,17,0,Newark Firehouse,40.720989,-74.192892,12/16/2018
0.017,2018,12,19,17,0,Newark Firehouse,40.720989,-74.192892,12/19/2018
0.025,2018,12,22,17,0,Newark Firehouse,40.720989,-74.192892,12/22/2018
0.025,2018,12,25,17,0,Newark Firehouse,40.720989,-74.192892,12/25/2018
0.013,2018,12,28,17,0,Newark Firehouse,40.720989,-74.192892,12/28/2018
0.021,2018,1,2,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,1/2/2018
0.017,2018,1,8,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,1/8/2018
0.031,2018,1,14,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,1/14/2018
0.032,2018,1,20,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,1/20/2018
0.019,2018,1,26,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,1/26/2018
0.013,2018,2,1,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,2/1/2018
0.029,2018,2,7,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,2/7/2018
0.034,2018,2,13,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,2/13/2018
0.028,2018,2,25,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,2/25/2018
0.037,2018,3,3,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,3/3/2018
0.031,2018,3,9,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,3/9/2018
0.041,2018,3,15,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,3/15/2018
0.037,2018,3,21,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,3/21/2018
0.041,2018,4,2,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,4/2/2018
0.042,2018,4,8,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,4/8/2018
0.053,2018,4,14,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,4/14/2018
0.04,2018,4,20,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,4/20/2018
0.051,2018,4,26,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,4/26/2018
0.071,2018,5,2,8,0,QUEENS COLLEGE 2,40.73614,-73.82153,5/2/2018
0.053,2018,5,8,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,5/8/2018
0.035,2018,5,14,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,5/14/2018
0.038,2018,5,20,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,5/20/2018
0.067,2018,5,26,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,5/26/2018
0.054,2018,6,2,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,6/2/2018
0.029,2018,6,7,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,6/7/2018
0.036,2018,6,13,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,6/13/2018
0.038,2018,6,25,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,6/25/2018
0.08,2018,7,1,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,7/1/2018
0.039,2018,7,7,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,7/7/2018
0.047,2018,7,13,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,7/13/2018
0.053,2018,7,19,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,7/19/2018
0.025,2018,7,25,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,7/25/2018
0.071,2018,8,6,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,8/6/2018
0.048,2018,8,12,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,8/12/2018
0.047,2018,8,18,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,8/18/2018
0.051,2018,9,5,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,9/5/2018
0.01,2018,9,11,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,9/11/2018
0.027,2018,9,17,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,9/17/2018
0.023,2018,9,23,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,9/23/2018
0.037,2018,9,29,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,9/29/2018
0.028,2018,10,5,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,10/5/2018
